3,108.36,3,15,5.53250345781,0,5,1003.06122449,298.340136054,688.700680272,1382.24489796,35.1505748319,2.57261410788
3,67.0,5,87,4.0278286342,0,7,1106.09489051,317.664233577,755.182481752,477.233576642,59.1836371114,2.61442694984
6,124.666666667,2,0,11.3636363636,0,5,515.454545455,136.436363636,120.0,90.0909090909,84.0942572792,2.95454545455
4,71.45,3,11,5.05902192243,0,7,1105.20661157,358.876033058,416.033057851,723.884297521,63.8478762884,3.99662731872
4,61.5454545455,0,6,18.010963195,1,8,1185.65891473,352.496124031,1065.09302326,321.984496124,60.5311333034,2.77212216132
4,107.0,3,67,8.35421888053,0,5,537.540983607,131.672131148,170.286885246,240.557377049,61.4512711934,2.75689223058
6,118.774193548,6,141,1.61725067385,0,7,971.92513369,336.855614973,1791.4973262,757.22459893,28.2388811647,2.23180592992
4,61.5555555556,2,4,12.8676470588,0,4,541.25,0.0,156.339285714,0.0,89.1319381105,2.20588235294
6,62.8,5,18,8.44594594595,0,5,599.193548387,158.451612903,157.903225806,99.0806451613,82.1136191423,2.33108108108
7,218.6,8,8,6.75675675676,0,7,705.245901639,153.704918033,153.360655738,77.5573770492,90.7144934137,3.04054054054
5,114.607142857,4,8,8.47457627119,0,7,948.13253012,298.987951807,822.753012048,449.13253012,49.6104756036,1.92493946731
2,44.8,5,1,3.28767123288,0,6,992.77173913,370.956521739,400.570652174,800.184782609,57.2160542745,2.36712328767
6,151.125,4,0,4.22832980973,0,3,435.0,54.72,234.74,75.52,62.6727010527,1.64904862579
3,76.9,4,0,19.9826238054,1,4,624.188034188,123.623931624,442.854700855,195.384615385,49.8026176715,1.8245004344
4,53.9,1,2,6.08166811468,0,3,775.338983051,64.2711864407,452.593220339,136.881355932,56.986201927,1.61598609904
7,196.090909091,5,18,4.7619047619,1,5,912.461538462,162.461538462,195.384615385,58.4153846154,97.7634321037,4.38095238095
6,197.090909091,4,47,6.34920634921,0,5,860.0,120.96969697,207.924242424,120.136363636,84.2755541635,4.28571428571
7,104.5,5,27,5.54785020804,0,5,818.108108108,121.513513514,258.175675676,126.216216216,76.7466663174,5.74202496533
6,266.666666667,8,16,5.54785020804,0,6,907.397260274,160.0,239.01369863,101.780821918,87.0869085484,3.66158113731
6,241.090909091,8,40,4.77707006369,0,6,696.40625,119.0,170.421875,94.59375,83.8061221596,3.43949044586
7,100.363636364,4,41,12.7388535032,1,4,523.076923077,140.061538462,183.076923077,153.384615385,68.1505546986,2.38853503185
5,59.4285714286,4,19,3.75,0,4,879.62962963,123.456790123,445.679012346,59.9259259259,70.1965474794,3.15
5,56.9230769231,3,14,4.05953991881,0,4,767.066666667,68.6933333333,263.533333333,83.4933333333,75.3456350838,2.84167794317
6,78.85,8,70,11.8043844857,1,12,928.25,366.8,326.166666667,253.816666667,79.3926696377,3.89544688027
5,85.35,2,9,10.1180438449,0,6,989.090909091,318.016528926,666.033057851,592.396694215,52.8591018546,2.73187183811
6,81.7083333333,7,115,1.39178844816,0,7,663.150684932,284.602739726,405.376712329,313.808219178,55.2106281205,2.46346555324
6,132.428571429,7,0,12.8865979381,0,4,531.75,15.6,98.25,8.4,102.811096928,2.01030927835
6,154.111111111,8,0,10.2249488753,1,4,550.6,12.16,107.8,4.8,101.64988195,1.59509202454
6,140.25,8,0,16.5094339623,0,4,557.045454545,14.9090909091,125.340909091,5.63636363636,96.7993868414,2.40566037736
6,231.857142857,3,3,11.7924528302,0,4,566.888888889,70.0444444444,246.666666667,77.6,68.1861355443,2.68867924528
6,156.076923077,6,9,5.28401585205,0,4,797.307692308,134.153846154,172.128205128,149.807692308,82.5612450388,3.56671070013
5,74.6666666667,2,13,9.72222222222,0,6,764.520547945,220.931506849,284.01369863,240.602739726,68.0590669584,3.91666666667
6,76.8333333333,4,20,4.16666666667,0,6,957.702702703,178.810810811,268.040540541,97.5945945946,87.9385651559,4.91666666667
5,60.7692307692,3,34,16.1073825503,0,5,631.818181818,112.415584416,235.402597403,116.935064935,70.4253596579,2.3355704698
4,34.0,4,5,19.5758564437,0,5,669.836065574,100.721311475,323.524590164,146.901639344,61.5708558031,4.40456769984
4,72.8333333333,4,22,8.37209302326,0,5,794.818181818,198.109090909,232.909090909,359.954545455,64.1371081319,2.51162790698
4,66.6,3,7,15.7545605307,0,7,1181.13821138,281.495934959,664.837398374,494.837398374,63.1769859163,2.98507462687
6,77.3043478261,4,5,4.41826215022,1,5,1106.5942029,379.826086957,615.427536232,255.68115942,74.3320161881,3.04860088365
6,95.3913043478,3,125,6.62739322533,0,7,1220.65693431,511.182481752,753.941605839,306.525547445,79.2154319766,4.81590574374
6,133.44,6,55,1.34770889488,0,12,1285.0,409.6,408.9,385.666666667,87.5331787565,2.87061994609
6,86.84,7,55,10.781671159,0,8,1318.74172185,401.483443709,607.079470199,379.112582781,81.200007645,3.3153638814
6,102.523809524,4,68,15.522875817,0,8,1343.6,321.536,504.04,242.704,88.2929864214,3.82352941176
6,147.0,5,60,3.26797385621,0,11,1268.30645161,367.483870968,457.016129032,360.991935484,83.6956191296,4.21568627451
6,137.96969697,6,90,1.01471334348,0,11,1427.62626263,535.272727273,1286.43939394,1179.72727273,60.756297211,2.52663622527
6,116.272727273,2,23,9.63977676306,0,9,1336.23115578,412.381909548,1075.49748744,1304.67336683,51.7235321765,1.94824961948
3,53.5161290323,7,16,1.64024056862,0,10,1263.09782609,432.869565217,952.391304348,561.130434783,65.0448291986,2.26353198469
6,174.6875,4,53,8.33333333333,0,8,1114.32989691,289.979381443,425.463917526,152.835051546,84.7334455103,3.375
6,129.125,2,14,21.6919739696,1,6,536.808510638,41.5319148936,184.361702128,21.085106383,81.3498727669,2.08242950108
5,66.7142857143,2,34,11.961722488,0,5,394.545454545,81.0909090909,98.75,82.9772727273,80.7190164768,1.57894736842
4,34.2,1,0,3.40136054422,0,6,350.338983051,84.8813559322,352.372881356,140.271186441,43.8762723094,-0.612244897959
5,102.833333333,1,31,8.60215053763,0,8,1208.8028169,374.084507042,2080.57042254,458.042253521,41.5213914737,3.18279569892
5,96.6285714286,5,166,7.77453838678,0,10,1120.24154589,394.512077295,701.763285024,694.54589372,59.1768655578,4.16909620991
6,99.6176470588,5,54,7.45526838966,0,9,1282.61083744,371.231527094,697.497536946,386.408866995,74.7103021528,2.41550695825
6,197.142857143,6,217,10.3668261563,0,6,1499.609375,443.5,1047.1953125,1176.1015625,63.4359687093,5.93301435407
6,143.303030303,7,4,2.55362614913,0,11,1368.58585859,552.96969697,2347.65151515,671.585858586,51.692004526,3.92236976507
5,57.2727272727,4,8,9.36037441498,0,3,288.484848485,18.1818181818,261.363636364,27.6363636364,56.3797325827,1.59126365055
5,124.7,5,143,9.6921322691,0,6,1049.7740113,360.04519774,606.949152542,337.740112994,67.8208691875,4.2417331813
5,60.0,2,13,12.8158183815,0,9,982.654545455,286.370909091,3472.02545455,696.76,9.11147003914,2.39472720615
4,90.3333333333,2,13,13.880126183,0,11,943.788819876,344.149068323,1013.38509317,255.366459627,51.6540184058,3.21766561514
2,64.0555555556,2,1,9.25069380204,0,5,401.181818182,115.781818182,279.2,299.163636364,42.1813083808,1.22109158187
6,198.466666667,6,53,7.9275198188,0,6,1120.11235955,160.719101124,227.292134831,111.573033708,97.5197882024,3.94110985277
4,113.68,10,101,5.3547523427,0,6,1180.46357616,303.78807947,711.324503311,1134.39072848,47.9480919573,2.44979919679
4,88.5,5,76,18.2992465016,0,8,670.531914894,211.063829787,321.595744681,397.361702128,52.0494399334,2.45425188375
6,197.214285714,10,70,4.8602673147,0,6,1102.14285714,221.142857143,152.988095238,211.821428571,96.9734122322,3.93681652491
6,67.5,5,0,8.31600831601,1,3,618.6,96.32,130.8,63.04,89.9342563222,3.99168399168
6,120.375,1,30,18.711018711,0,4,681.428571429,51.2653061224,168.87755102,27.8367346939,90.27133919,4.9896049896
3,109.272727273,4,12,8.22368421053,1,4,561.451612903,140.903225806,204.919354839,133.322580645,69.8462646451,2.07236842105
2,55.1818181818,2,0,9.86842105263,0,5,625.873015873,92.1904761905,185.873015873,91.6984126984,77.5184039332,2.66447368421
6,157.666666667,3,9,22.770398482,0,5,706.727272727,75.3454545455,283.181818182,75.5272727273,71.6124767835,3.18785578748
6,185.666666667,4,11,13.1195335277,1,6,841.285714286,195.885714286,314.5,196.771428571,71.4408482806,4.37317784257
2,42.9,3,21,2.54022015241,0,6,859.916666667,261.466666667,745.208333333,411.341666667,46.9084458212,2.64182895851
1,58.35,5,13,5.08044030483,0,6,781.157024793,178.247933884,615.619834711,221.570247934,50.4516777062,1.98137171888
1,61.2857142857,4,26,7.19424460432,0,4,435.238095238,83.4285714286,157.55952381,229.476190476,56.3219725855,2.51798561151
2,28.7857142857,0,7,0.0,0,4,303.411764706,79.6235294118,161.588235294,264.705882353,46.4370089761,1.07913669065
4,43.7142857143,3,1,22.7272727273,1,6,849.529411765,229.270588235,369.411764706,225.552941176,68.130886992,2.51196172249
7,58.1111111111,4,6,8.13008130081,0,4,531.568627451,93.4901960784,124.019607843,62.0784313725,87.051993629,1.9512195122
7,134.692307692,6,8,4.1095890411,0,6,673.918918919,169.081081081,166.824324324,72.4594594595,88.7040920409,2.79452054795
7,116.153846154,5,18,6.84931506849,0,5,615.333333333,176.213333333,166.333333333,57.0133333333,88.6492833467,1.47945205479
3,44.0909090909,2,31,19.5618153365,0,7,564.728682171,100.093023256,584.612403101,188.790697674,39.1001871797,0.985915492958
3,140.181818182,2,4,9.3896713615,0,3,852.538461538,61.2923076923,1205.26923077,168.330769231,30.9365245492,2.4882629108
6,127.2,10,11,6.67779632721,0,6,518.852459016,160.524590164,156.967213115,91.9016393443,79.4837173816,1.80300500835
6,109.7,6,37,1.6694490818,0,4,495.0,49.5483870968,122.177419355,72.6129032258,81.5937652682,3.30550918197
2,45.6111111111,0,9,11.3421550095,0,5,532.735849057,89.5094339623,239.29245283,141.075471698,61.8967960849,2.09829867675
2,42.6111111111,1,19,10.3969754253,0,7,465.377358491,92.2264150943,191.556603774,171.169811321,60.4593903996,-0.340264650284
6,157.444444444,6,20,4.00801603206,1,4,517.843137255,60.2352941176,360.980392157,77.3333333333,54.8161385066,1.68336673347
4,82.0,1,36,20.0400801603,0,4,415.576923077,22.4615384615,104.615384615,14.4615384615,93.7120048467,2.5250501002
6,175.866666667,6,37,5.71428571429,0,5,938.764044944,257.97752809,459.101123596,116.876404494,74.9213558099,3.01714285714
4,102.0,0,48,11.4285714286,0,6,997.444444444,193.066666667,224.477777778,189.977777778,86.141206717,4.45714285714
6,124.0,3,2,11.4613180516,0,7,916.355140187,263.476635514,213.177570093,240.757009346,82.4445755121,2.92263610315
4,53.6315789474,2,3,7.00525394046,0,5,620.25862069,128.413793103,387.801724138,250.689655172,49.8300561545,3.1523642732
4,63.4090909091,2,9,7.56429652042,0,7,837.164179104,244.776119403,407.611940299,296.686567164,62.3769574235,2.223903177
5,101.55,8,131,7.29927007299,0,7,886.198347107,269.619834711,1211.19834711,359.041322314,37.8570578351,2.72506082725
4,56.7692307692,5,23,1.62206001622,0,3,210.330578512,29.0909090909,137.52892562,205.404958678,47.1664418303,1.41119221411
6,203.294117647,1,12,6.1919504644,0,8,650.404040404,206.383838384,151.717171717,200.656565657,75.8187459695,3.46749226006
7,180.352941176,5,54,10.3199174407,0,10,967.448979592,273.469387755,230.357142857,181.469387755,88.7809580674,3.90092879257
4,180.576923077,8,2,3.22788896062,0,11,1071.47435897,463.794871795,709.679487179,592.698717949,62.5980054903,2.05293737895
6,107.285714286,3,0,5.19480519481,0,2,430.243902439,0.0,206.829268293,0.0,74.0139169491,1.24675324675
7,215.166666667,4,34,11.1576011158,0,6,1145.34246575,135.671232877,178.767123288,32.7260273973,114.027865377,5.2719665272
7,158.583333333,7,19,15.3417015342,0,8,910.405405405,247.783783784,186.013513514,171.878378378,89.7270879222,4.43514644351
6,114.090909091,3,21,6.32911392405,1,5,751.26984127,146.285714286,192.936507937,116.73015873,82.2954131338,3.98734177215
6,133.818181818,3,80,6.32911392405,0,5,801.71875,122.0,266.953125,159.0625,72.3856532225,4.46202531646
6,137.0,2,67,9.90099009901,0,3,432.325581395,39.0697674419,209.418604651,50.511627907,67.9889429225,2.52475247525
6,87.6363636364,4,13,8.13008130081,0,4,501.5625,35.0,201.328125,48.890625,72.4464281404,2.53658536585
6,156.909090909,6,2,8.13008130081,0,4,545.873015873,157.206349206,285.158730159,163.873015873,59.9643799371,1.65853658537
4,78.7222222222,2,41,11.673151751,1,6,1002.88461538,305.846153846,734.798076923,163.471153846,64.7371961626,4.55252918288
4,44.6296296296,6,9,0.628140703518,0,10,945.652173913,339.080745342,500.652173913,283.788819876,68.3289460782,1.95979899497
3,55.7407407407,6,25,15.7035175879,0,7,709.691358025,252.839506173,282.407407407,610.691358025,48.3389538361,1.80904522613
6,91.0555555556,3,2,15.1658767773,0,8,1259.25233645,347.364485981,576.495327103,251.878504673,81.8560177304,4.20853080569
4,38.9130434783,0,28,2.86532951289,1,8,475.14084507,161.577464789,275.14084507,123.774647887,60.9244070502,1.67621776504
4,43.9166666667,1,46,7.87965616046,0,6,553.90070922,153.645390071,450.460992908,154.914893617,49.7221006809,2.32091690544
3,44.9090909091,2,11,4.66926070039,1,7,606.076923077,227.2,318.038461538,201.707692308,61.0887100269,1.58754863813
3,85.8636363636,1,10,12.4513618677,0,5,609.847328244,98.8091603053,136.061068702,197.358778626,70.6509911741,2.24124513619
3,40.25,2,7,3.45423143351,1,6,605.213675214,224.820512821,468.418803419,370.068376068,44.1941641198,1.39896373057
3,87.75,1,4,8.63557858377,0,6,685.169491525,141.559322034,220.63559322,356.627118644,57.1012351808,2.27979274611
3,42.875,2,17,2.16216216216,1,7,622.631578947,158.989473684,338.894736842,112.926315789,63.5137124672,1.94594594595
3,74.9375,1,4,8.64864864865,0,5,807.872340426,100.936170213,328.606382979,88.6595744681,72.3970348702,2.72432432432
3,61.5,5,13,9.2807424594,1,7,653.893129771,147.053435115,411.717557252,173.083969466,55.4108496178,1.4849187935
4,60.3636363636,5,27,5.41376643465,0,8,940.923076923,251.076923077,328.961538462,412.884615385,65.8364341356,2.73781902552
3,56.4583333333,10,9,10.101010101,0,7,715.24822695,179.744680851,670.035460993,140.95035461,48.4761401907,1.81818181818
4,58.9130434783,5,41,2.886002886,0,9,1006.78571429,274.057142857,488.55,471.528571429,61.0708855777,2.64069264069
4,33.0571428571,3,8,2.89995166747,0,4,655.741626794,278.660287081,420.526315789,666.90430622,40.0995179927,1.68197196713
4,71.0,10,18,14.7058823529,1,5,904.868421053,183.157894737,195.197368421,139.513157895,88.7065498217,3.85026737968
4,57.8461538462,3,5,6.68449197861,0,7,721.948051948,216.311688312,223.051948052,321.428571429,64.4954287761,3.93048128342
3,68.875,1,9,10.6723585912,0,8,546.979166667,147.166666667,169.479166667,266.3125,60.5835421941,3.58591248666
