league	apm	hotkeys	minimap	supply	mannered	unique	ami	avi	aum	auv	sq	workers
d	c	low medium high	c	c	c	c	c	c	c	c	c	c
class
6	100.833333333	low	39	4.70809792844	0	6	893.703703704	293.037037037	228.287037037	796.388888889	54.2796100072	4.35028248588
2	139.866666667	medium	44	5.55555555556	1	7	925.108695652	89.7391304348	328.869565217	130.391304348	74.1253095446	3.53333333333
5	235.375	medium	95	15.5555555556	0	6	758.817204301	214.88172043	248.548387097	274.139784946	67.6243864498	5.2
5	213.444444444	medium	58	14.1242937853	0	10	1035.13761468	291.376146789	345.788990826	285.834862385	77.9160431826	5.70621468927
2	121.444444444	low	91	11.2994350282	0	7	878.981481481	218.37037037	254.814814815	418.564814815	64.6871973279	3.33333333333
2	132.043478261	medium	71	6.79245283019	0	7	957.259259259	275.911111111	471.0	356.874074074	63.9703822164	3.57735849057
2	121.523809524	medium	144	8.83534136546	0	6	913.385826772	306.897637795	570.590551181	122.409448819	69.5765421543	3.66265060241
5	220.238095238	medium	180	8.03212851406	0	7	1066.34920635	345.904761905	464.880952381	301.0	75.2816417722	4.53012048193
2	121.3	medium	130	16.1977834612	0	6	819.915966387	269.31092437	429.915966387	233.647058824	64.8115950722	3.06905370844
5	219.35	medium	133	19.6078431373	0	7	882.711864407	307.118644068	277.771186441	243.254237288	78.0994135336	4.09207161125
5	42.8235294118	low	9	12.1089808274	1	4	693.838383838	121.050505051	270.282828283	105.585858586	71.5505276353	3.26942482341
5	93.1176470588	low	12	2.01816347124	0	3	496.5	178.56	134.5	209.46	67.950738996	1.45307769929
5	47.16	low	21	5.44217687075	0	7	1168.85135135	415.675675676	1270.77702703	762.148648649	49.3749770552	2.77551020408
7	132.892857143	high	553	2.08209399167	0	12	1118.79056047	488.873156342	2464.96460177	1293.45722714	28.976070454	1.26710291493
4	73.6666666667	low	4	6.90607734807	0	5	569.178082192	145.534246575	608.904109589	153.205479452	42.0072934599	2.32044198895
4	76.1666666667	medium	9	4.14364640884	0	5	720.945945946	172.324324324	358.783783784	279.540540541	56.7726819764	3.48066298343
6	218.275	medium	137	1.67714884696	0	8	1373.625	428.4	769.179166667	2499.15	43.1859026214	2.03773584906
5	54.4117647059	medium	48	7.93650793651	0	9	825.196078431	247.058823529	393.921568627	196.882352941	68.0626759564	2.85714285714
5	94.4705882353	low	0	8.92857142857	0	6	821.45631068	205.825242718	471.844660194	357.349514563	54.0422480464	4.28571428571
5	80.0714285714	low	1	18.2704019488	0	5	424.642857143	54.2857142857	196.916666667	61.7976190476	68.514274191	2.41169305725
5	67.2857142857	low	14	2.43605359318	0	4	548.554216867	158.265060241	274.228915663	230.0	56.0859216429	2.11936662607
5	150.0	medium	219	8.37988826816	0	6	814.367816092	224.183908046	263.942528736	316.137931034	67.0877165543	2.90502793296
5	64.2222222222	high	0	7.44878957169	0	6	789.651162791	207.813953488	267.674418605	219.511627907	71.2258396719	2.90502793296
5	89.0833333333	high	0	8.75912408759	1	6	815.0	214.4	248.642857143	152.085714286	79.5947788389	3.50364963504
6	68.25	medium	12	16.0583941606	0	6	953.23943662	228.281690141	356.788732394	204.112676056	75.1198578634	7.6204379562
5	73.7857142857	high	0	3.64520048603	0	7	883.012048193	247.325301205	333.072289157	154.891566265	77.5412291313	3.13487241798
5	189.571428571	medium	23	18.2260024301	0	6	779.642857143	164.380952381	278.988095238	126.702380952	75.0702743441	3.86391251519
5	173.846153846	medium	11	11.6883116883	0	6	878.607594937	242.835443038	201.240506329	265.139240506	78.6981863334	5.61038961039
5	85.9230769231	high	0	12.987012987	0	7	758.58974359	232.820512821	180.064102564	223.269230769	77.5464045476	3.27272727273
5	66.5	low	13	13.9470013947	0	6	1084.18918919	213.189189189	365.27027027	193.405405405	80.8143741078	7.53138075314
5	87.8333333333	high	0	13.9470013947	0	6	875.205479452	231.452054795	242.397260274	183.561643836	81.1622282335	3.6820083682
4	94.0	medium	83	5.49176235647	0	7	883.712871287	263.841584158	696.386138614	619.905940594	43.6351450205	3.53469795307
5	77.4117647059	low	48	5.49176235647	0	7	956.815920398	246.527363184	340.835820896	330.905472637	69.854745419	1.91712431353
4	49.0666666667	medium	15	11.1607142857	0	9	1001.27071823	287.82320442	577.016574586	268.027624309	65.9334409581	2.47767857143
4	189.4	medium	132	12.2767857143	0	6	985.277777778	255.644444444	648.883333333	623.577777778	49.2974340125	3.34821428571
4	64.5789473684	low	32	7.14924039321	1	7	1118.67256637	250.053097345	1596.68141593	435.991150442	39.031659629	3.96782841823
3	46.5263157895	low	13	8.93655049151	0	8	923.859649123	260.912280702	868.377192982	213.885964912	52.2714764897	3.37801608579
7	84.7333333333	medium	25	5.70125427594	1	8	974.606741573	279.730337079	323.820224719	299.101123596	74.9407536767	3.83124287343
7	265.533333333	high	34	11.4025085519	0	6	984.666666667	227.555555556	137.888888889	133.188888889	102.041853166	3.96807297605
6	150.230769231	medium	8	5.22875816993	0	5	642.658227848	158.17721519	222.658227848	114.050632911	74.7274070131	3.29411764706
7	168.615384615	low	12	15.6862745098	0	4	794.743589744	117.948717949	185.371794872	124.461538462	83.0023880066	3.92156862745
6	145.904761905	high	76	8.038585209	1	8	1161.49606299	314.834645669	268.614173228	130.551181102	101.161906128	4.05144694534
7	217.619047619	high	48	1.6077170418	0	10	1146.11111111	363.936507937	279.579365079	240.015873016	93.5500291265	4.14790996785
6	110.571428571	medium	55	6.63449939686	0	9	1351.19760479	512.28742515	489.419161677	641.221556886	83.2852156348	2.96743063932
6	164.678571429	high	1	6.03136308806	0	11	1316.25	520.095238095	1101.75	682.410714286	66.0181353219	4.63208685163
6	159.090909091	medium	17	8.19672131148	0	6	810.161290323	128.258064516	214.112903226	100.967741935	83.648206279	5.2131147541
6	184.909090909	low	111	6.55737704918	0	5	603.333333333	97.7777777778	154.047619048	142.936507937	74.3395235271	5.80327868852
6	99.25	medium	26	10.480349345	0	11	1016.12068966	279.448275862	814.267241379	350.137931034	55.0237340069	3.93013100437
6	145.684210526	high	14	1.74672489083	0	9	798.205128205	210.871794872	206.247863248	204.290598291	77.773801801	3.40611353712
6	141.35	medium	18	17.6470588235	0	6	1312.25	294.266666667	494.208333333	199.958333333	88.0375511786	3.83193277311
6	154.4	medium	17	9.24369747899	0	7	1165.04132231	336.132231405	541.173553719	247.165289256	78.5337918585	4.53781512605
5	47.4782608696	low	1	11.6533139111	1	9	1271.43884892	374.330935252	484.496402878	318.971223022	84.8018698956	3.58339402768
2	51.5652173913	low	9	0.728332119446	0	9	1063.5	345.257142857	632.75	189.457142857	72.6301723328	3.36489439184
6	206.448275862	medium	219	4.61627236007	0	9	1347.89772727	419.181818182	749.403409091	298.255681818	81.3304911086	4.46624350837
5	40.34375	low	56	5.90762620838	1	9	1101.32978723	422.553191489	737.074468085	560.324468085	62.1861036015	2.5134264232
5	76.28125	high	70	11.8152524168	0	7	1248.78306878	446.814814815	444.634920635	378.010582011	86.3655305718	2.57787325456
2	39.8125	high	2	3.73731980779	0	8	824.578947368	219.621052632	535.842105263	771.442105263	38.9196400101	2.75493860117
3	65.78125	low	34	12.2797650828	0	10	789.576719577	230.857142857	834.259259259	653.576719577	33.2520744023	1.8579818473
5	57.5909090909	medium	26	12.1304018196	1	5	730.223880597	195.820895522	410.186567164	268.373134328	56.2048107115	0.0
5	69.1363636364	low	8	12.1304018196	0	4	1059.17293233	180.812030075	927.586466165	226.77443609	52.6617041023	4.8673237301
2	42.25	medium	0	4.2689434365	1	4	1041.05263158	247.242105263	485.315789474	311.873684211	67.9354991866	3.20170757737
3	89.3125	medium	3	12.8068303095	0	6	1048.4375	256.333333333	346.510416667	593.09375	62.9727074033	3.7780149413
5	72.4285714286	medium	31	6.56275635767	0	6	955.887096774	281.419354839	255.725806452	186.983870968	86.0768473726	3.05168170632
5	158.666666667	low	105	4.10172272354	0	8	1152.35772358	354.601626016	370.113821138	253.203252033	87.0317640874	4.13453650533
6	258.928571429	medium	15	6.15006150062	0	7	630.240963855	142.65060241	168.012048193	177.698795181	72.4640556522	2.50922509225
6	107.785714286	medium	15	12.3001230012	0	8	616.547619048	115.428571429	224.535714286	250.666666667	59.3673310873	3.39483394834
6	278.857142857	medium	9	4.80192076831	1	6	577.294117647	152.470588235	158.270588235	163.423529412	72.9161774368	2.88115246098
6	117.0	medium	12	7.20288115246	0	6	699.186046512	149.581395349	221.569767442	152.151162791	73.3755718309	3.74549819928
6	80.6923076923	medium	21	6.63129973475	1	4	685.921052632	101.052631579	152.486842105	100.565789474	84.0594757612	3.10344827586
6	71.3076923077	low	0	9.28381962865	0	6	478.311688312	148.363636364	117.662337662	147.233766234	74.7722627263	2.38726790451
6	67.1428571429	low	0	3.56294536817	0	5	575.697674419	157.023255814	283.430232558	83.3488372093	68.4673799078	1.71021377672
6	83.2857142857	low	11	14.2517814727	0	4	702.235294118	115.576470588	224.317647059	89.9176470588	77.9591023812	3.20665083135
6	71.1428571429	low	10	3.6563071298	1	8	777.289156627	256.578313253	401.114457831	375.13253012	56.6674688263	2.04753199269
6	88.0357142857	medium	34	13.4064594759	0	7	535.089820359	98.6826347305	216.946107784	307.341317365	51.217987289	1.7550274223
6	61.7272727273	low	3	5.53359683794	1	9	920.775193798	298.542635659	314.418604651	278.720930233	74.9762513093	3.17786561265
6	71.9545454545	medium	15	4.74308300395	0	7	1003.28125	275.5	220.765625	173.59375	92.1133694874	3.17786561265
3	82.5	medium	58	5.66973777463	0	11	958.75	294.777777778	716.333333333	376.840277778	55.217245932	3.35931963147
5	93.0	low	9	2.83486888731	0	11	1259.09090909	474.181818182	926.643356643	713.363636364	64.0244748034	4.25230333097
4	50.6153846154	low	30	5.33333333333	1	5	380.38961039	119.896103896	177.272727273	304.077922078	47.8078398165	2.4
3	81.1538461538	low	14	21.3333333333	0	3	441.447368421	54.3157894737	187.355263158	91.4342105263	66.7058511378	3.04
3	75.5652173913	low	78	8.88888888889	1	6	983.550724638	295.652173913	527.355072464	442.398550725	60.6413074972	3.55555555556
3	55.6086956522	medium	71	11.8518518519	0	8	1063.57664234	237.547445255	706.934306569	364.905109489	58.1892963815	3.06666666667
4	62.6153846154	medium	8	1.95185426155	1	11	1277.80645161	461.625806452	690.0	635.980645161	71.7590116761	3.43526350033
4	58.0769230769	medium	19	6.51890482399	0	5	805.128205128	140.512820513	287.884615385	92.9743589744	77.3584665597	3.75488917862
5	123.384615385	medium	36	5.21512385919	0	6	1080.38961039	254.337662338	427.792207792	278.571428571	74.3956167576	6.33637548892
4	68.1052631579	high	8	0.813669650122	0	7	746.465517241	193.793103448	262.112068966	227.793103448	68.2879862279	2.6851098454
5	145.736842105	medium	20	4.06834825061	0	7	967.652173913	272.27826087	576.217391304	469.669565217	56.1129445159	3.80797396257
4	67.7894736842	high	25	4.4014084507	0	8	1088.62068966	285.379310345	424.577586207	733.387931034	58.9786042059	4.48943661972
5	136.789473684	low	33	6.16197183099	0	7	1232.86956522	312.626086957	1414.08695652	299.182608696	53.4909567597	4.3838028169
4	130.739130435	medium	7	5.84795321637	0	7	954.565217391	264.579710145	196.115942029	336.702898551	78.7216474736	4.16666666667
5	141.869565217	medium	34	12.4269005848	0	8	1039.6350365	359.240875912	760.058394161	327.708029197	62.3602398016	3.77192982456
3	88.8965517241	low	118	5.98476605005	0	8	1035.82857143	390.491428571	371.085714286	702.611428571	64.1318304106	3.55821545158
4	107.225806452	low	64	5.44069640914	0	9	1431.95402299	566.068965517	967.494252874	1202.16666667	66.9237861372	2.21980413493
6	131.35	low	28	3.38123415046	0	8	1170.16666667	319.333333333	193.541666667	147.325	107.319326211	5.98478444632
6	128.2	low	17	14.3702451395	1	7	901.157024793	149.421487603	360.123966942	186.842975207	69.7216468676	3.6517328825
6	112.636363636	low	32	28.3241542093	0	7	1152.40310078	276.217054264	972.131782946	716.945736434	48.3845130012	3.4461054288
2	57.95	medium	11	14.2617449664	0	8	954.916666667	266.0	573.0	272.6	62.6413289572	2.56711409396
3	51.85	low	29	1.67785234899	0	11	841.900826446	208.661157025	993.140495868	217.727272727	41.9062080087	0.0
4	90.1	low	9	10.9151973132	0	7	1278.27868852	401.180327869	338.852459016	458.737704918	86.6742388088	5.23929471033
5	42.7	low	6	3.35852225021	0	5	1226.28099174	406.214876033	580.0	332.983471074	79.6930546834	3.62720403023
4	44.0	medium	19	2.1978021978	1	5	752.934782609	173.913043478	296.891304348	200.489130435	67.1149214142	3.03296703297
3	84.6666666667	low	44	7.69230769231	0	5	917.311827957	265.462365591	950.967741935	657.892473118	38.2991782598	4.15384615385
3	54.6363636364	low	23	7.23589001447	0	4	344.637681159	73.9710144928	248.260869565	100.927536232	55.1258802135	1.91027496382
4	53.756097561	medium	117	0.827129859388	0	10	669.917695473	212.740740741	290.699588477	287.625514403	59.7187059866	1.96029776675
4	74.3658536585	medium	66	9.51199338296	0	6	660.155737705	201.901639344	459.836065574	293.217213115	49.4908919111	1.2158808933
3	55.125	low	34	2.1164021164	0	5	591.030927835	122.06185567	276.237113402	101.567010309	66.4896435165	2.4126984127
3	28.3125	low	9	8.46560846561	0	4	704.479166667	232.333333333	450.9375	142.041666667	61.4395850551	2.79365079365
6	161.45	medium	59	9.48275862069	0	6	1200.08547009	309.743589744	772.871794872	355.965811966	66.3832733675	4.81034482759
6	184.65	medium	92	0.862068965517	0	8	842.796610169	173.423728814	294.618644068	164.711864407	74.1858148001	3.72413793103
6	186.736842105	medium	131	9.88319856244	0	8	840.964912281	204.771929825	248.789473684	125.271929825	82.7883828234	4.31266846361
7	140.210526316	medium	125	5.39083557951	0	8	901.061946903	245.238938053	296.10619469	180.486725664	79.1319325811	3.07277628032
5	82.5882352941	medium	14	11.9165839126	1	6	1134.01960784	229.333333333	239.421568627	147.294117647	96.8536318508	4.28997020854
5	56.9411764706	medium	31	19.8609731877	0	8	869.611650485	219.650485437	248.834951456	125.029126214	84.8938888241	3.39622641509
5	84.8235294118	medium	17	8.32466181061	0	9	874.04040404	193.777777778	310.555555556	120.050505051	78.9201037313	3.12174817898
5	64.2352941176	low	4	3.12174817898	0	8	733.979591837	183.346938776	249.693877551	188.112244898	71.1236412079	3.30905306972
5	123.157894737	medium	190	7.11111111111	1	8	755.913043478	240.834782609	358.434782609	317.434782609	59.7340545311	3.30666666667
6	143.105263158	high	68	5.33333333333	0	10	1085.35087719	325.192982456	277.894736842	161.342105263	94.6592210764	3.78666666667
7	163.391304348	medium	123	5.19673348181	0	7	1339.33823529	395.764705882	396.669117647	334.566176471	92.3824509587	2.93986636971
6	128.5	low	28	7.41525423729	0	7	749.270833333	167.166666667	265.9375	212.166666667	67.9991760524	3.24152542373
3	124.9375	low	6	2.1186440678	0	6	609.175257732	138.391752577	240.979381443	136.371134021	68.1847304784	2.54237288136
6	104.294117647	low	49	9.99000999001	0	6	1089.61165049	230.368932039	352.0	219.59223301	81.0981639088	4.07592407592
6	107.352941176	medium	43	8.99100899101	0	9	1138.7254902	348.078431373	284.068627451	221.137254902	93.4184368485	4.31568431568
4	80.3846153846	low	73	10.5750165235	1	7	1203.83116883	262.649350649	861.636363636	639.564935065	54.3270082762	3.52941176471
6	109.885714286	medium	115	0.956022944551	0	11	1072.80952381	419.80952381	1450.71428571	587.3	44.8804905132	3.58508604207
6	107.289473684	medium	73	2.64900662252	0	10	1500.74561404	548.280701754	2687.09649123	874.175438596	52.0252553128	2.70198675497
4	91.25	low	18	12.6404494382	0	3	698.194444444	123.333333333	154.097222222	214.305555556	72.5710673881	2.69662921348
5	133.25	medium	0	12.6404494382	0	7	774.657534247	133.479452055	323.808219178	214.630136986	63.4416129047	4.97191011236
3	42.0416666667	low	36	14.8095909732	1	6	807.902097902	165.034965035	511.986013986	366.27972028	49.4241099417	1.86177715092
2	34.3333333333	low	11	3.52609308886	0	7	494.895104895	138.629370629	472.097902098	323.251748252	36.620134561	1.69252468265
7	117.060606061	medium	154	9.80898296335	0	11	1084.43877551	398.285714286	290.025510204	427.352040816	80.9505597492	2.57098606092
6	122.757575758	medium	58	7.2276716572	0	9	1210.82051282	523.815384615	1567.07692308	587.271794872	54.5422604587	3.56220960248
2	37.7777777778	medium	0	5.83090379009	0	4	674.519230769	144.0	190.240384615	353.038461538	58.8312020221	3.67346938776
1	54.4117647059	low	16	10.6899902818	0	8	623.714285714	184.99047619	805.238095238	282.514285714	34.0619849666	2.62390670554
7	147.294117647	medium	19	8.81488736533	0	5	1028.17307692	247.846153846	233.173076923	344.528846154	78.6180910083	3.87855044074
6	121.411764706	medium	24	9.79431929481	0	9	961.067961165	295.766990291	440.67961165	253.252427184	71.2821449087	2.99706170421
6	131.913043478	high	70	14.1896938013	1	6	1138.81481481	176.592592593	287.896296296	308.755555556	79.3771028656	4.61538461538
6	132.047619048	high	108	12.7693535515	0	7	1412.46031746	278.603174603	613.857142857	398.642857143	78.8802714801	3.87869114126
6	237.222222222	low	91	2.77520814061	0	8	1428.7962963	365.62962963	535.694444444	194.083333333	95.2968205653	5.66142460685
6	93.7222222222	medium	55	4.62534690102	0	10	1169.08256881	285.064220183	475.04587156	123.697247706	85.9071955431	4.16281221092
5	114.714285714	low	26	7.29927007299	0	7	847.738095238	138.476190476	539.25	176.095238095	57.2421903175	4.08759124088
5	86.2142857143	low	4	15.8150851582	0	5	920.361445783	199.13253012	465.481927711	151.759036145	68.795654038	5.32846715328
4	153.277777778	low	33	14.2585551331	0	6	794.485981308	203.364485981	372.794392523	399.214953271	55.1320469499	4.84790874525
5	108.666666667	medium	0	6.65399239544	0	5	968.58490566	271.245283019	897.028301887	301.660377358	51.335436063	3.30798479087
5	103.235294118	medium	46	1.96850393701	0	8	722.019230769	190.923076923	174.663461538	442.519230769	58.8948059301	3.95669291339
5	106.588235294	medium	0	11.811023622	0	6	943.009708738	224.932038835	463.310679612	319.213592233	62.8144338868	4.78346456693
4	103.294117647	medium	21	8.93743793446	1	7	773.495145631	167.922330097	239.805825243	279.388349515	66.3112398625	2.91956305859
5	106.764705882	medium	0	11.9165839126	0	7	809.117647059	244.235294118	342.078431373	263.068627451	66.3167709969	3.39622641509
5	76.0	low	63	9.14808461978	0	10	953.276836158	305.536723164	430.11299435	243.175141243	72.4340420754	2.81303602058
5	59.7058823529	low	17	5.10725229826	0	8	924.3	277.12	557.25	198.03	65.6599900502	2.9417773238
5	106.117647059	medium	0	8.17160367722	0	7	1073.83838384	345.696969697	398.383838384	588.757575758	66.7482544952	4.96424923391
6	88.5454545455	high	23	12.539184953	0	7	655.538461538	98.2153846154	266.292307692	94.7230769231	70.03027683	2.82131661442
6	142.090909091	low	21	14.1065830721	0	4	560.151515152	46.0606060606	107.136363636	149.575757576	74.8894354975	7.1473354232
5	60.6444444444	low	34	6.7214339059	0	7	1185.35315985	443.955390335	1532.13011152	956.728624535	44.4400608904	1.88200149365
3	91.7352941176	low	39	5.86223742062	0	13	886.780487805	368.702439024	567.097560976	593.687804878	53.2105830325	2.31558378114
4	49.4285714286	medium	8	3.60793746242	1	8	1394.3452381	499.80952381	2923.18452381	1399.26190476	37.8195319983	3.06674684305
1	43.7142857143	medium	12	9.01984365604	0	8	824.792899408	338.272189349	576.124260355	903.917159763	40.2750836533	3.10282621768
3	64.1851851852	medium	23	0.618811881188	0	9	1109.07407407	398.716049383	759.197530864	686.382716049	57.6292237982	2.41336633663
5	109.526315789	low	54	2.65017667845	0	6	1078.94736842	367.578947368	381.00877193	234.50877193	84.5747161395	4.39929328622
5	66.6842105263	low	35	7.95053003534	0	8	984.956521739	227.2	652.660869565	176.556521739	62.9060228296	2.70318021201
5	86.4583333333	medium	70	7.86838340486	0	10	1280.92198582	415.546099291	957.553191489	901.326241135	57.8751251456	3.86266094421
5	75.6046511628	medium	158	4.72440944882	0	13	1073.1372549	414.494117647	2140.37254902	778.6	32.0673804838	2.00787401575
3	74.375	medium	15	1.40252454418	1	5	1221.44827586	306.648275862	534.24137931	591.731034483	67.3481488365	3.28190743338
3	76.4166666667	low	19	2.80504908836	0	9	1132.63888889	344.0	453.958333333	734.270833333	62.9971563328	3.61851332398
2	44.6296296296	low	30	21.1574362166	0	7	874.662576687	192.785276074	955.0	546.018404908	35.1976562736	2.01617921593
2	44.8148148148	low	99	13.6901057872	0	8	937.283950617	334.518518519	1006.91358025	772.222222222	39.0470226545	3.09894212819
3	37.3529411765	low	26	11.2130479103	0	8	873.366336634	218.455445545	570.940594059	187.603960396	60.2538006506	3.11926605505
3	96.4117647059	medium	63	13.251783894	0	6	1361.9	249.76	872.18	396.05	67.1908842704	5.99388379205
3	83.7777777778	medium	7	1.86046511628	0	5	810.366972477	209.614678899	435.779816514	189.23853211	63.5857849349	3.01395348837
3	85.0555555556	low	1	4.6511627907	0	4	643.545454545	56.8727272727	330.581818182	324.690909091	46.608248391	3.06976744186
3	34.8	low	23	2.5706940874	0	7	554.957983193	176.941176471	431.806722689	314.470588235	43.5661605502	1.18251928021
4	130.75	medium	90	2.5706940874	0	7	1143.47457627	332.203389831	378.983050847	332.228813559	80.9147956542	5.75835475578
2	40.8	low	30	10.556621881	0	9	725.476190476	224.304761905	714.523809524	1182.0047619	21.369681744	2.47600767754
2	55.7352941176	low	51	22.5527831094	0	6	1012.25592417	239.545023697	3935.62085308	1534.49763033	-1.22308900167	2.47600767754
4	49.7837837838	low	1	6.83994528044	1	6	822.927927928	145.009009009	1116.63963964	368.103603604	30.8076763621	3.17373461012
4	55.4285714286	medium	111	8.17307692308	1	8	788.142857143	206.628571429	852.228571429	259.076190476	42.2341377191	1.93269230769
4	78.6	low	45	3.36538461538	0	8	1010.38277512	480.38277512	1882.84688995	2442.62200957	18.4525540992	4.44230769231
4	55.72	medium	76	11.0041265475	0	9	779.662162162	230.054054054	585.256756757	294.648648649	51.1223882933	2.1045392022
5	105.055555556	medium	2	6.76328502415	1	8	1210.76190476	327.00952381	448.80952381	206.647619048	86.7494877922	4.40579710145
5	71.9444444444	low	35	17.3913043478	0	6	1008.20754717	242.113207547	371.79245283	208.726415094	77.2155995664	3.65217391304
6	208.777777778	low	37	11.1179740581	1	7	1161.65644172	301.938650307	317.141104294	336.220858896	83.3047897294	4.44718962322
7	215.666666667	medium	174	4.94132180358	0	7	1133.53658537	346.731707317	416.432926829	379.182926829	77.2097880634	4.11365040148
3	66.4166666667	low	71	4.90539593553	1	8	945.138888889	344.444444444	713.986111111	198.006944444	63.28838769	3.53188507358
3	88.6666666667	low	20	17.5192711983	0	11	791.931034483	226.868965517	442.75862069	254.048275862	59.7236686967	1.85003503854
6	122.095238095	medium	83	9.68523002421	0	7	1479.76	322.944	265.432	267.048	106.725569963	5.08474576271
6	98.5714285714	medium	64	4.84261501211	0	9	1083.41269841	323.301587302	332.777777778	330.706349206	80.0392774385	2.56658595642
5	98.44	low	96	5.34045393858	1	8	1228.80794702	357.82781457	946.198675497	399.38410596	63.9187975148	2.48331108144
5	69.96	medium	24	7.34312416555	0	10	973.75	364.315789474	770.361842105	353.263157895	58.309217534	3.12416555407
3	59.5714285714	medium	54	4.80769230769	0	8	724.960629921	239.37007874	491.062992126	506.905511811	44.5393973982	2.21153846154
3	83.8095238095	medium	50	6.41025641026	0	7	1278.01587302	335.873015873	759.722222222	216.388888889	76.4607974072	4.47115384615
3	77.2608695652	low	50	12.6960418223	1	6	1122.66666667	287.407407407	1141.12592593	203.562962963	55.4759233952	4.07766990291
4	73.8260869565	medium	38	1.49365197909	0	8	805.661764706	261.058823529	230.551470588	497.595588235	60.4816460973	3.53995519044
3	56.2727272727	low	4	4.95867768595	0	5	797.301587302	123.428571429	338.333333333	88.0	72.2162581592	6.04958677686
3	27.3636363636	low	1	1.65289256198	0	4	598.548387097	152.774193548	114.274193548	83.5161290323	90.9736554968	3.17355371901
4	109.875	medium	13	10.7372942019	1	8	835.14084507	222.422535211	420.915492958	161.845070423	67.8379899259	2.3192555476
3	71.25	medium	26	14.3163922691	0	6	1000.4964539	325.333333333	515.744680851	344.921985816	67.053783402	3.22118826056
5	117.894736842	low	5	8.8573959256	0	9	722.52173913	206.608695652	204.869565217	122.408695652	81.8734277578	2.2852081488
5	58.8947368421	low	31	16.8290522586	0	6	793.421052632	246.456140351	419.780701754	164.657894737	66.8893011215	2.44464127547
5	139.533333333	low	2	7.9275198188	0	6	534.395604396	156.307692308	266.813186813	172.087912088	60.1696295611	2.51415628539
5	55.1333333333	low	23	12.4575311438	0	7	567.222222222	177.6	258.944444444	150.044444444	65.2351459356	1.97055492639
6	65.9411764706	medium	19	5.91715976331	0	7	928.461538462	184.461538462	414.759615385	144.673076923	71.9223488106	2.66272189349
6	147.058823529	low	16	5.91715976331	0	6	930.582524272	222.757281553	410.184466019	397.660194175	60.9997011162	3.78698224852
6	93.1875	low	14	4.34782608696	1	7	866.559139785	240.344086022	221.989247312	112.989247312	89.583687966	3.91304347826
4	76.8125	low	19	4.34782608696	0	6	565.0	138.553191489	149.20212766	87.4361702128	82.4067273206	2.28260869565
6	87.7647058824	low	31	2.00803212851	0	8	673.431372549	208.62745098	141.617647059	273.990196078	71.2537460071	3.85542168675
4	72.1176470588	low	29	13.0522088353	0	7	989.801980198	232.871287129	473.811881188	98.3861386139	76.3952039706	3.67469879518
6	97.7058823529	low	32	10.7737512243	1	7	834.27184466	267.650485437	189.029126214	367.233009709	71.5937879561	3.11459353575
4	82.5882352941	low	12	8.81488736533	0	7	1002.88461538	215.076923077	217.644230769	156.163461538	91.0703041974	3.23212536729
5	74.6666666667	low	28	1.40252454418	0	7	699.517241379	213.737931034	782.793103448	805.303448276	25.8303850895	3.82889200561
4	45.2916666667	medium	17	9.81767180926	0	6	790.069444444	164.888888889	279.013888889	210.986111111	68.9860633947	2.44039270687
4	79.8958333333	high	97	8.31889081456	0	9	719.896551724	182.234482759	593.944827586	905.779310345	27.3009069289	2.18370883882
1	40.5	low	6	6.85453160701	1	5	862.631578947	127.037593985	350.751879699	482.593984962	52.0639302537	1.91926884996
3	60.6818181818	medium	13	3.808073115	0	7	1239.77272727	268.727272727	2594.9469697	280.560606061	33.5931179992	0.0
6	92.1538461538	high	3	6.70241286863	0	6	812.467532468	180.987012987	240.064935065	124.285714286	81.2020600329	3.69973190349
6	146.461538462	medium	22	4.02144772118	0	5	1068.28947368	151.368421053	235.460526316	217.881578947	84.3999496624	5.71045576408
2	36.7272727273	low	0	3.13479623824	0	4	378.307692308	63.5076923077	425.615384615	204.307692308	35.589127779	1.97492163009
2	33.9090909091	low	0	6.26959247649	0	6	405.303030303	39.2727272727	137.348484848	133.984848485	65.2002248691	2.63322884013
6	82.3225806452	medium	51	7.18629076838	0	10	1220.49450549	468.835164835	315.054945055	296.565934066	96.4394162725	2.42122719735
6	92.5405405405	medium	32	1.84672206833	0	11	885.825688073	326.752293578	359.770642202	218.591743119	75.5360919449	2.24376731302
2	39.4	low	1	11.4406779661	0	11	859.282700422	342.616033755	3692.6371308	887.11814346	2.60201482983	2.03389830508
2	25.5	medium	0	3.38983050847	0	8	735.949367089	219.544303797	1585.12236287	936.535864979	11.6724018331	1.19491525424
4	92.1428571429	low	4	8.70646766169	0	7	828.072289157	120.289156627	668.43373494	276.771084337	45.6748737858	3.35820895522
5	94.1428571429	low	3	11.1940298507	0	6	658.414634146	87.6097560976	195.243902439	119.658536585	74.4426689407	2.68656716418
4	81.7058823529	low	22	18.0360721443	0	7	977.722772277	237.940594059	390.198019802	332.940594059	67.8650260689	3.60721442886
5	79.8235294118	low	5	6.0120240481	0	7	824.019607843	182.117647059	478.725490196	190.137254902	60.5490207545	3.60721442886
6	180.294117647	medium	133	8.04020100503	1	7	959.900990099	218.772277228	274.554455446	136.227722772	85.8851748783	3.97989949749
7	216.176470588	medium	33	8.04020100503	0	6	849.509803922	138.980392157	109.509803922	155.460784314	92.1114457807	4.28140703518
