league	apm	hotkeys	minimap	supply	mannered	unique	ami	avi	aum	auv	sq	workers
d	c	low medium high	c	c	c	c	c	c	c	c	c	c
class
6	81.7741935484	medium	69	4.31732325958	0	9	1481.75531915	530.212765957	1246.35106383	313.090425532	79.1509641034	2.62277388019
6	166.8125	high	50	15.2838427948	0	10	741.382978723	286.127659574	269.361702128	247.287234043	70.6114089816	4.19213973799
6	188.125	medium	30	4.36681222707	0	8	1143.33333333	266.150537634	351.580645161	140.817204301	90.6097056735	4.19213973799
6	179.615384615	medium	71	5.12491992313	0	9	1393.79746835	448.0	416.221518987	184.221518987	104.39581633	3.80525304292
7	159.961538462	medium	223	14.0935297886	0	8	1486.11464968	369.936305732	225.25477707	811.777070064	85.9535161614	2.72901985906
6	69.5833333333	low	0	5.97907324365	0	5	788.405797101	183.884057971	390.434782609	182.347826087	64.3535796862	4.84304932735
6	71.8333333333	medium	26	4.48430493274	0	6	885.735294118	178.117647059	258.235294118	101.235294118	85.0496159001	5.11210762332
2	34.7894736842	low	17	0.841750841751	0	9	734.132231405	245.553719008	478.429752066	401.074380165	49.6984021329	2.27272727273
3	34.95	medium	21	10.101010101	0	10	1151.25	284.666666667	875.125	468.5	56.7427779164	3.33333333333
4	77.7777777778	low	39	3.73599003736	1	8	1026.11111111	380.839506173	1199.9691358	462.141975309	47.9087481524	3.28767123288
4	74.1481481481	medium	166	8.09464508095	0	7	952.45398773	285.349693252	443.601226994	336.613496933	66.2677655921	2.39103362391
6	124.434782609	medium	9	8.04681784931	1	11	1367.89855072	460.173913043	850.579710145	343.826086957	79.6669311453	3.33577176298
6	125.565217391	medium	7	10.9729334309	0	6	1306.97841727	444.892086331	1965.67625899	517.949640288	50.390571683	6.10095098756
6	113.588235294	medium	4	7.96812749004	0	8	1155.78431373	326.745098039	383.382352941	210.18627451	87.5719359247	4.30278884462
6	121.529411765	medium	10	8.96414342629	0	8	1098.93203883	238.446601942	393.32038835	149.660194175	83.7297312368	7.52988047809
6	229.789473684	medium	46	3.50569675723	1	10	1040.08695652	295.095652174	287.391304348	170.069565217	89.6228088351	3.94390885188
6	139.526315789	medium	116	7.88781770377	0	9	673.017241379	185.517241379	300.387931034	229.689655172	61.6109099767	2.20858895706
2	28.4545454545	low	9	8.41514726508	0	4	616.25	124.444444444	667.152777778	223.333333333	37.8044359054	3.28190743338
2	12.3333333333	low	0	1.40252454418	0	1	0.0	0.0	50.0	0.0	103.07919481	0.504908835905
1	20.5625	low	4	8.55130784708	1	6	442.73255814	162.790697674	1288.05232558	775.715116279	1.90474448052	1.02615694165
1	57.8965517241	low	17	10.060362173	0	7	863.063583815	217.803468208	2555.26011561	205.531791908	14.5130257246	1.50905432596
2	40.3611111111	medium	31	1.39794967381	0	8	632.790697674	216.260465116	527.511627907	417.930232558	40.9041694159	0.978564771668
2	26.2777777778	low	17	3.26188257223	0	8	407.581395349	114.902325581	1396.93488372	210.586046512	6.66739774498	0.67101584343
6	107.954545455	low	83	8.50734725445	0	11	1243.10606061	348.727272727	490.681818182	243.765151515	85.3592855496	5.15081206497
6	173.772727273	medium	124	1.5467904099	0	12	1321.60305344	424.79389313	592.290076336	194.41221374	90.3649873565	3.80510440835
6	178.942857143	medium	199	0.975609756098	0	15	1406.08695652	545.93236715	503.260869565	244.033816425	102.023240571	2.42926829268
6	114.628571429	medium	131	6.82926829268	0	11	1436.25	519.846153846	889.326923077	594.817307692	78.2040342427	5.00487804878
5	65.6538461538	low	71	19.2052980132	0	7	1082.67973856	324.078431373	681.679738562	501.346405229	59.7999705327	2.70198675497
5	109.346153846	medium	72	15.2317880795	0	8	1113.05194805	336.831168831	218.896103896	529.474025974	77.8954765979	3.01986754967
3	48.0	low	1	7.38552437223	0	7	953.063063063	297.369369369	1122.47747748	391.963963964	43.6601663796	2.17134416544
3	51.8260869565	medium	44	9.6011816839	0	7	1226.45454545	365.090909091	761.181818182	720.563636364	60.7804433891	4.20974889217
3	44.175	medium	3	5.07614213198	0	5	1083.52941176	373.983193277	1216.3907563	825.735294118	43.1265940115	1.95431472081
3	75.05	medium	12	7.19120135364	0	7	1193.17991632	365.656903766	2332.13389121	1172.29288703	29.0838470501	2.66497461929
3	109.913043478	low	34	8.98203592814	0	5	1254.40298507	248.71641791	2052.10447761	216.194029851	41.6370908099	3.90718562874
4	66.7727272727	medium	119	4.49101796407	0	8	960.37037037	292.740740741	527.259259259	341.148148148	63.2535439007	2.87425149701
7	126.346153846	medium	60	8.96860986547	1	6	908.924050633	228.151898734	444.879746835	255.227848101	65.2296007122	2.38308776425
6	173.923076923	medium	127	5.76553491352	0	5	1047.32484076	227.261146497	422.331210191	300.681528662	70.6964586387	4.61242793081
2	40.8125	low	25	17.6715176715	1	5	610.808080808	118.303030303	371.212121212	299.797979798	47.1534311094	2.12058212058
1	59.125	low	0	16.632016632	0	6	946.224489796	236.734693878	939.183673469	397.173469388	44.8033004267	4.05405405405
5	70.125	medium	30	8.37404047453	0	6	1093.03448276	267.586206897	407.972413793	189.682758621	81.4862737184	3.18213538032
5	110.791666667	medium	13	6.2805303559	0	10	1289.93055556	355.888888889	2125.02777778	861.770833333	38.8485335658	5.65247732031
6	138.333333333	medium	13	2.849002849	0	5	760.694444444	80.4444444444	198.958333333	81.1388888889	83.1028229429	3.58974358974
6	179.583333333	medium	129	12.8205128205	0	5	673.424657534	116.821917808	101.506849315	105.465753425	91.251798217	4.18803418803
2	71.4	low	37	4.07885791978	1	4	1485.87837838	243.891891892	1866.18243243	411.22972973	52.3646573338	4.11964649898
2	56.24	low	43	9.51733514616	0	7	707.046979866	227.973154362	388.993288591	292.906040268	56.4633442006	1.7946974847
7	120.583333333	medium	40	1.44927536232	0	3	491.25	37.3333333333	96.0416666667	45.2916666667	92.0563300036	2.52173913043
7	139.333333333	low	20	13.0434782609	0	6	712.676056338	167.211267606	266.971830986	157.943661972	70.3744363662	4.69565217391
2	55.3703703704	low	0	5.66393958464	0	8	744.4375	248.3	1206.4375	288.5375	31.7564964103	2.30333543109
2	44.2962962963	medium	4	3.7759597231	0	11	1179.81132075	404.729559748	890.817610063	477.962264151	63.2201095469	3.05852737571
6	89.1578947368	medium	28	8.20419325433	0	7	902.882882883	244.468468468	292.864864865	228.405405405	76.0460941915	3.28167730173
6	158.210526316	medium	58	7.29261622607	0	7	1008.30357143	241.428571429	335.625	170.767857143	81.9687094553	4.75843208751
7	114.333333333	medium	110	4.29184549356	0	9	1097.3943662	365.521126761	378.014084507	530.556338028	71.7312638871	3.51931330472
6	173.791666667	medium	147	2.86123032904	0	7	1265.88652482	443.460992908	518.425531915	410.0	82.7910573499	4.12017167382
6	194.6	medium	35	12.6689189189	0	11	1027.85123967	335.73553719	247.809917355	204.719008264	91.3641769713	3.64864864865
6	155.45	high	48	2.53378378378	0	9	1240.75	333.866666667	297.266666667	253.391666667	94.6138605422	3.69932432432
6	131.333333333	medium	19	13.0963517306	1	9	938.440366972	290.935779817	245.137614679	268.266055046	80.5114016681	4.20954162769
6	161.111111111	high	47	7.48362956034	0	8	1313.05555556	340.592592593	336.481481481	283.083333333	94.2768225039	4.65855940131
6	70.8636363636	low	13	11.4942528736	0	7	828.947368421	233.022556391	232.330827068	269.609022556	73.2746477081	3.81609195402
6	114.772727273	medium	73	10.7279693487	0	9	868.484848485	327.393939394	257.348484848	416.924242424	69.365174466	3.35632183908
6	203.875	low	61	4.32276657061	0	7	1224.75177305	409.645390071	590.078014184	515.404255319	73.0880503112	4.02017291066
6	113.583333333	medium	24	12.2478386167	0	13	1266.92857143	426.285714286	672.928571429	780.2	66.3380298715	3.45821325648
6	161.888888889	medium	1	2.78035217794	0	8	889.181818182	243.927272727	399.909090909	154.045454545	73.2346886678	3.55885078777
6	77.8888888889	low	17	7.41427247451	0	9	1164.86238532	317.504587156	519.633027523	302.04587156	76.1822573546	4.17052826691
6	143.454545455	low	25	9.12547528517	0	6	1199.7761194	331.343283582	268.529850746	592.171641791	76.8960042719	3.51330798479
6	131.136363636	medium	42	7.60456273764	0	10	1064.21052632	332.872180451	586.541353383	431.827067669	64.5816194465	2.96577946768
6	95.6818181818	medium	51	8.55365474339	0	8	1135.19083969	353.099236641	832.786259542	443.549618321	61.0523061852	3.96578538103
6	92.7272727273	medium	61	4.66562986003	0	10	1192.15384615	354.707692308	706.238461538	173.876923077	76.8701551477	2.93934681182
4	98.6666666667	medium	26	9.75609756098	0	6	1035.2739726	230.02739726	839.047945205	296.130136986	54.4621320473	3.09407665505
4	96.375	low	70	5.57491289199	0	8	1077.03448276	381.131034483	964.827586207	472.537931034	55.4491840242	3.17770034843
5	129.714285714	medium	190	6.65004156276	0	7	1248.27868852	327.868852459	292.680327869	403.12295082	86.4989304715	5.63591022444
6	147.857142857	high	68	9.97506234414	0	8	802.357723577	244.292682927	357.512195122	377.317073171	59.1995505451	2.39401496259
6	180.15	medium	26	7.51879699248	0	7	1014.26229508	214.426229508	178.31147541	606.057377049	65.6448362866	3.83458646617
6	142.28	low	77	1.35317997294	1	12	1395.77181208	473.986577181	304.194630872	328.0	103.933009021	4.4248985115
6	105.28	medium	71	8.79566982409	0	11	1306.13333333	338.453333333	811.606666667	295.32	73.5309366774	5.76454668471
5	138.611111111	medium	173	4.62107208872	1	7	1323.85321101	341.431192661	312.110091743	411.788990826	89.3875673676	4.76894639556
5	183.833333333	low	82	10.1663585952	0	6	1147.27272727	241.309090909	341.727272727	217.627272727	85.1450749267	3.10536044362
6	100.416666667	medium	49	1.43163922691	0	5	1002.32394366	267.042253521	338.218309859	300.556338028	74.7817986587	3.69362920544
2	44.16	high	0	2.01477501679	1	10	938.2	328.746666667	992.866666667	642.633333333	41.7604580224	2.41773002015
2	73.92	medium	32	16.1182001343	0	5	1244.17218543	233.218543046	1344.45695364	337.013245033	50.8810521517	3.42511752854
6	135.666666667	medium	42	9.33488914819	0	9	825.909090909	208.363636364	178.681818182	244.454545455	77.9240697812	3.78063010502
6	190.333333333	medium	19	3.50058343057	0	9	771.83908046	254.344827586	188.275862069	295.206896552	72.8699704751	3.36056009335
6	87.5833333333	low	88	10.4321907601	0	7	559.565217391	157.449275362	192.391304348	162.202898551	68.8967533447	2.32488822653
6	181.333333333	medium	3	5.96125186289	0	9	553.857142857	166.628571429	138.971428571	117.528571429	80.3977867386	3.21907600596
5	92.3529411765	low	49	3.90243902439	0	6	1043.55769231	201.846153846	314.605769231	101.971153846	88.5946247396	4.85853658537
6	117.470588235	medium	20	6.82926829268	0	6	1025.23809524	145.066666667	377.2	67.4380952381	82.7119894579	4.21463414634
5	104.35	low	59	6.99300699301	1	8	1325.25862069	353.793103448	922.284482759	549.698275862	65.207734651	5.2972027972
5	101.45	low	90	9.61538461538	0	9	1118.88888889	294.564102564	320.769230769	162.641025641	91.4447719555	4.45804195804
5	65.4210526316	medium	17	9.02527075812	0	8	655.840707965	203.610619469	331.681415929	408.274336283	49.9800274968	0.0
5	106.789473684	low	65	5.41516245487	0	8	1081.60714286	251.285714286	301.875	250.875	82.8905088092	5.09025270758
5	91.5405405405	high	46	4.97512437811	0	9	1177.09821429	407.357142857	846.629464286	335.5625	68.3452386861	1.81818181818
6	102.297297297	medium	20	1.80913613749	0	11	1141.74887892	429.201793722	750.582959641	495.161434978	65.8649859392	2.63229308005
6	105.62962963	medium	148	12.5707102451	0	8	929.691358025	224.888888889	598.37037037	302.024691358	57.2629459825	3.65807668133
5	102.740740741	medium	57	4.3997485858	0	6	1180.1863354	357.465838509	1265.45962733	863.229813665	45.5162593195	2.79069767442
4	50.65	low	25	6.07638888889	1	3	787.435897436	83.0085470085	274.829059829	169.863247863	68.3294201244	3.22916666667
4	74.85	medium	59	5.20833333333	0	7	1206.12068966	374.75862069	1343.44827586	557.715517241	51.5454104197	5.10416666667
4	119.086956522	high	16	7.34753857458	0	7	1155.0	315.942028986	222.905797101	297.630434783	91.6115879509	2.46877296106
5	86.2608695652	low	20	5.87803085966	0	8	1117.44525547	379.795620438	338.795620438	199.99270073	91.6664030967	3.35047759001
5	126.95	low	37	11.2456747405	0	6	596.779661017	127.728813559	152.754237288	393.559322034	54.1284230177	2.28373702422
5	93.55	low	13	6.0553633218	0	6	647.863247863	141.675213675	176.025641026	159.923076923	74.2648209201	3.06228373702
5	120.25	low	28	5.70613409415	0	5	727.361111111	136.222222222	210.208333333	162.861111111	74.1470605176	3.76604850214
5	72.6666666667	low	7	21.3980028531	0	5	784.366197183	126.647887324	417.253521127	108.309859155	64.4266476138	3.33808844508
5	127.0	low	28	8.22368421053	0	6	503.968253968	75.4285714286	189.80952381	142.666666667	64.5521890298	2.86184210526
5	81.6363636364	low	6	3.28947368421	0	5	625.64516129	111.483870968	249.677419355	121.0	68.3087102797	3.15789473684
6	88.1666666667	low	17	4.05679513185	0	4	909.436619718	195.830985915	186.61971831	149.746478873	89.3605663233	3.10344827586
6	124.294117647	high	21	7.09939148073	0	5	1009.42857143	123.657142857	355.028571429	82.0428571429	81.5280778153	7.18052738337
5	110.613636364	medium	101	17.4176448315	0	8	641.086142322	160.958801498	515.370786517	586.764044944	33.2829033723	2.18099204847
4	71.4222222222	medium	101	0.757288905718	0	10	566.879699248	203.488721805	395.902255639	1033.12030075	22.6730571004	1.61302536918
5	129.263157895	medium	60	17.0250896057	1	9	1183.83928571	295.214285714	1209.73214286	378.28125	52.9622511054	2.41935483871
4	77.3421052632	low	36	7.16845878136	0	10	885.2	293.191111111	680.444444444	1037.78666667	35.7870821882	2.55376344086
5	124.157894737	medium	14	13.7741046832	1	6	867.545454545	198.254545455	235.590909091	317.090909091	70.0877238322	3.08539944904
4	75.8333333333	low	14	10.101010101	0	8	641.351351351	180.324324324	195.900900901	445.324324324	53.1810220272	3.3608815427
3	63.05	low	78	8.81242131767	1	9	1028.70833333	350.933333333	1884.04166667	614.466666667	32.3330971027	2.26605119597
3	68.35	low	27	8.3927822073	0	6	1222.44813278	250.290456432	1335.57676349	572.435684647	46.2342071869	1.98908938313
6	120.6875	medium	12	9.52380952381	0	7	999.270833333	251.0	266.958333333	169.791666667	87.1728532428	4.12698412698
5	106.6875	medium	0	9.52380952381	0	7	826.288659794	216.742268041	248.350515464	121.24742268	83.0787813499	0.0
5	130.285714286	high	90	2.43309002433	0	8	890.120481928	304.771084337	246.957831325	222.512048193	81.9889056251	3.75912408759
5	77.25	low	31	6.08272506083	0	8	1234.24242424	434.133333333	583.072727273	341.024242424	80.9900221664	4.3795620438
6	68.3913043478	low	16	1.4450867052	1	8	957.357142857	306.057142857	432.071428571	449.828571429	63.2079615187	2.73121387283
6	122.652173913	low	88	5.78034682081	0	8	1221.79856115	307.338129496	590.143884892	299.985611511	75.6242609364	2.77456647399
4	47.5128205128	medium	103	8.19318671841	1	9	847.393162393	269.401709402	766.517094017	424.64957265	45.6562166728	3.18240620957
4	101.487179487	medium	133	3.88098318241	0	7	567.596566524	183.622317597	310.583690987	309.0472103	51.0016061844	2.12160413972
7	241.703703704	medium	384	5.31416067521	1	13	1403.38509317	649.440993789	3220.34161491	1804.33229814	40.1589565432	2.53204126289
6	143.796296296	medium	274	3.43857455455	0	10	1223.64485981	459.464174455	1422.21183801	385.448598131	58.2124732927	2.43826195686
6	75.2142857143	medium	15	10.8827085852	0	6	956.547619048	165.142857143	241.130952381	74.2619047619	92.4013923781	3.48246674728
4	62.3571428571	low	29	3.62756952842	0	7	581.294117647	131.2	149.0	69.2588235294	85.6652361556	4.49818621524
6	77.4375	medium	9	5.51267916207	0	6	1047.93478261	191.130434783	220.543478261	81.5	99.5431930572	4.10143329658
4	58.1875	low	27	2.20507166483	0	7	819.569892473	185.11827957	415.182795699	269.440860215	59.6643730544	3.70452039691
6	92.0588235294	medium	24	3.06435137896	0	7	786.1	164.32	298.5	130.79	73.3979951571	4.65781409602
6	84.5294117647	medium	12	11.2359550562	0	6	1010.0	187.474747475	246.060606061	116.909090909	91.1177368439	3.49336057201
5	114.032258065	medium	75	3.291278113	1	11	1623.15217391	646.434782609	1297.17934783	552.570652174	85.528492482	4.9369171695
5	84.6451612903	medium	37	3.83982446517	0	12	1075.51351351	409.167567568	1011.43243243	351.145945946	58.5907660774	2.73176083379
7	201.526315789	medium	7	6.25	1	9	1051.4159292	268.460176991	215.973451327	103.150442478	101.492779969	3.80357142857
7	156.052631579	medium	7	2.67857142857	0	9	1045.70175439	328.421052632	196.578947368	145.201754386	101.693262801	3.69642857143
7	217.086956522	medium	30	3.70919881306	0	9	1030.72992701	350.248175182	211.204379562	298.547445255	88.0305603753	2.58160237389
7	200.260869565	medium	18	2.96735905045	0	9	1028.60294118	310.117647059	291.786764706	205.455882353	86.8739176414	3.07121661721
7	178.066666667	medium	20	4.56621004566	1	8	1025.05617978	257.438202247	272.550561798	178.876404494	87.5611295537	4.52054794521
6	153.2	medium	67	14.8401826484	0	7	953.888888889	187.2	167.5	169.311111111	91.0319327002	5.34246575342
7	170.083333333	medium	17	5.80551523948	0	7	923.571428571	206.628571429	253.5	112.4	87.6104874791	4.61538461538
6	180.083333333	medium	19	4.35413642961	0	4	831.408450704	166.084507042	207.535211268	342.76056338	66.9638306221	5.22496371553
7	133.428571429	medium	36	4.87012987013	0	11	1115.6	324.736	240.32	177.04	97.875890645	3.50649350649
7	197.047619048	high	22	10.5519480519	0	9	1021.0483871	302.580645161	190.370967742	142.766129032	100.168618342	3.16558441558
3	54.6666666667	medium	13	7.66703176342	0	8	781.808510638	228.765957447	238.35106383	145.021276596	80.2418117646	3.08871851041
5	51.625	medium	21	7.66703176342	0	7	699.247311828	225.376344086	266.451612903	212.849462366	68.3041910658	2.49726177437
5	80.9090909091	medium	34	8.681925809	1	5	356.328125	99.5	137.65625	81.96875	73.139704466	1.04183109708
4	74.5909090909	medium	10	3.94632991318	0	5	429.224806202	110.759689922	200.426356589	225.11627907	54.0244765384	1.61010260458
5	55.25	medium	60	6.71140939597	0	7	684.380165289	222.545454545	339.008264463	163.504132231	65.8003726327	2.01342281879
4	32.25	low	5	9.22818791946	0	5	721.721311475	146.360655738	701.598360656	283.885245902	40.3648931145	3.37248322148
4	54.1333333333	low	4	5.82750582751	0	3	982.183908046	229.333333333	518.16091954	682.459770115	49.921463704	3.35664335664
4	80.8	low	15	15.1515151515	0	4	871.704545455	122.909090909	286.988636364	266.181818182	66.6434072103	4.1958041958
6	157.258064516	high	103	1.28865979381	0	12	1350.42553191	484.595744681	1266.22340426	271.39893617	71.1595303494	1.90721649485
6	86.0769230769	medium	23	3.86597938144	0	9	994.278074866	322.139037433	959.22459893	446.331550802	49.4356086504	2.39690721649
6	93.7647058824	low	33	13.7931034483	0	8	619.029126214	83.4174757282	165.291262136	90.6796116505	79.6050863324	0.0
6	80.3529411765	high	34	25.6157635468	0	6	691.666666667	177.411764706	230.931372549	153.284313725	73.3801680575	3.31034482759
4	52.75	medium	39	5.40216086435	0	9	1141.01190476	375.333333333	960.803571429	679.351190476	53.6196482483	2.37695078031
4	50.0714285714	high	10	8.40336134454	0	6	903.928571429	178.857142857	1670.92261905	491.619047619	23.1531922745	2.95318127251
6	84.4210526316	medium	62	5.78806767587	0	11	1085.59471366	424.740088106	728.700440529	594.383259912	60.8503387731	1.65627782725
5	88.3157894737	medium	50	4.89759572573	0	14	908.716814159	382.654867257	758.230088496	300.190265487	58.1626226009	1.52270703473
4	58.0	medium	52	6.16468516072	1	11	1135.41484716	353.6069869	557.772925764	329.755458515	73.8031793339	1.47952443857
5	86.1052631579	low	116	3.08234258036	0	14	1066.73913043	408.139130435	905.704347826	457.260869565	58.1107856811	2.08718626156
3	55.5945945946	medium	88	4.07793384685	1	11	801.210762332	322.869955157	488.69955157	267.152466368	61.9250739293	1.38649750793
5	79.3243243243	low	87	4.07793384685	0	14	1062.56756757	390.774774775	505.045045045	250.094594595	77.7461713294	1.65835976439
1	22.59375	low	6	11.1111111111	1	5	585.95	127.52	401.29	662.815	30.2647592765	1.81818181818
3	138.090909091	medium	87	1.51515151515	0	8	1553.11557789	371.939698492	1365.48743719	855.025125628	62.6141338697	2.12121212121
6	291.53125	high	34	3.72538584353	0	7	1254.52631579	283.368421053	345.884210526	1016.93684211	61.1361279507	2.714209686
6	149.4375	low	164	2.12879191059	0	10	1156.87830688	439.28042328	1694.84126984	673.380952381	44.5894918705	3.35284725918
5	36.5	low	9	1.0718113612	0	2	443.333333333	26.6666666667	148.80952381	60.6349206349	75.4804517109	1.73633440514
5	96.0625	low	2	8.5744908896	0	5	432.096774194	92.3870967742	238.548387097	112.096774194	60.0568844658	1.35048231511
7	206.407407407	medium	175	8.70105655687	0	10	1279.87654321	487.012345679	834.413580247	453.450617284	74.096405968	2.68489745183
7	210.62962963	high	122	3.72902423866	0	9	1180.73619632	459.975460123	1160.39877301	435.386503067	60.5428808709	3.50528278434
6	127.75	medium	9	11.2956810631	0	8	721.111111111	233.202614379	533.39869281	231.189542484	53.3825329333	3.30897009967
6	96.84	low	28	7.97342192691	0	5	991.907894737	295.789473684	369.973684211	576.881578947	61.8849702656	3.54817275748
1	13.9333333333	low	0	2.31481481481	0	3	540.112359551	193.797752809	318.820224719	312.02247191	49.544011013	2.15277777778
2	22.3333333333	medium	9	9.25925925926	0	7	654.886363636	170.363636364	344.318181818	200.727272727	59.0403157093	2.15277777778
3	75.0689655172	medium	84	4.0415704388	0	8	823.23782235	277.455587393	5495.83094556	1199.38108883	-15.5419284892	1.68013856813
3	123.655172414	low	35	3.75288683603	0	8	959.971264368	231.126436782	1676.84195402	474.816091954	28.5233444871	1.17782909931
6	71.1714285714	medium	28	10.9523809524	0	9	1013.6492891	426.91943128	1022.70616114	565.990521327	51.1018459541	2.22857142857
6	121.742857143	medium	46	6.19047619048	0	9	1564.00943396	567.471698113	3935.12735849	701.514150943	46.7434253148	4.4
6	92.9285714286	high	159	2.39329876346	0	9	1265.256917	405.375494071	2761.04743083	1687.70750988	26.0935399514	3.87714399681
3	74.4523809524	low	31	3.58994814519	0	15	1297.02380952	510.666666667	3338.43253968	808.734126984	35.1224356136	1.8667730355
4	72.5294117647	medium	54	5.5829228243	0	5	706.221498371	245.628664495	1112.00977199	738.983713355	22.3194925533	1.75369458128
5	59.2745098039	low	55	3.61247947455	0	8	719.052287582	276.130718954	1192.24509804	550.411764706	26.5082095548	1.22167487685
2	51.3157894737	low	16	8.25688073394	1	6	961.363636364	303.272727273	489.381818182	307.436363636	66.8173852769	3.19266055046
3	57.8421052632	medium	44	6.42201834862	0	8	1006.57657658	283.963963964	482.117117117	384.324324324	65.1276104981	3.35779816514
5	119.416666667	medium	106	16.1764705882	1	5	538.142857143	136.914285714	188.5	134.614285714	70.1387769766	3.35294117647
4	122.583333333	medium	38	4.41176470588	0	5	579.436619718	96.2253521127	203.450704225	81.9436619718	74.5124727805	5.02941176471
4	36.5789473684	low	16	4.60829493088	1	7	667.909090909	116.654545455	828.863636364	228.163636364	33.9072737994	2.87557603687
3	118.210526316	low	15	4.60829493088	0	4	649.099099099	113.153153153	326.162162162	214.378378378	56.3100580993	2.4331797235
4	106.695652174	low	1	6.5264684554	1	7	1315.53956835	474.014388489	1186.79856115	333.776978417	69.3695656983	3.78535170413
4	71.2608695652	low	18	12.3277737491	0	6	1318.78571429	358.742857143	1119.28571429	235.128571429	68.0481417561	3.08919506889
6	120.1875	low	57	3.32963374029	1	6	1319.45652174	296.173913043	486.304347826	222.554347826	87.7415121464	6.52608213097
6	62.9333333333	medium	65	14.4284128746	0	8	1045.69892473	298.150537634	408.11827957	210.430107527	79.4794419592	4.52830188679
6	138.941176471	low	76	13.0522088353	1	7	1320.0	275.643564356	589.702970297	225.257425743	81.9012257724	6.02409638554
6	53.6470588235	low	39	3.01204819277	0	8	1022.15686275	167.529411765	424.068627451	128.078431373	76.061952103	3.3734939759
4	35.9722222222	medium	26	2.33863423761	1	7	1011.6744186	424.334883721	1765.3255814	538.506976744	37.87511898	1.54349859682
4	74.1111111111	low	32	3.74181478017	0	11	1346.06481481	469.259259259	2107.28703704	872.532407407	47.0581597526	2.75023386342
6	183.1875	medium	24	17.8759200841	0	4	928.469387755	231.510204082	222.040816327	312.897959184	75.7456908569	4.29022082019
6	85.0625	low	4	3.15457413249	0	4	904.020618557	231.917525773	387.041237113	121.87628866	76.3382250166	3.28075709779
6	124.111111111	medium	91	4.63392029657	0	8	1283.18181818	362.036363636	505.281818182	214.545454545	88.6228168698	6.83966635774
6	193.833333333	medium	24	15.7553290083	0	7	1331.10091743	318.972477064	418.073394495	297.174311927	89.0790068825	4.22613531047
6	172.888888889	medium	31	20.1535508637	0	9	858.58490566	160.301886792	264.537735849	215.273584906	72.7868686279	3.68522072937
6	146.055555556	medium	47	5.75815738964	0	9	833.738317757	161.196261682	512.317757009	202.102803738	57.7055997485	5.06717850288
5	69.6	low	77	5.08905852417	0	9	971.512605042	295.260504202	297.478991597	256.915966387	79.6160632232	2.84987277354
5	135.55	high	27	13.5708227311	0	5	1077.08333333	240.266666667	556.583333333	185.725	71.825167985	3.86768447837
6	145.333333333	medium	109	8.85668276973	1	8	1324.04761905	332.444444444	799.523809524	199.904761905	77.6773653965	4.87922705314
6	142.952380952	medium	50	3.22061191626	0	5	944.960629921	140.220472441	508.653543307	152.645669291	64.7372097185	2.94685990338
4	56.7647058824	low	2	10.989010989	0	5	634.455445545	86.6534653465	228.217821782	156.138613861	66.2722103814	4.61538461538
3	66.4117647059	medium	18	12.987012987	0	6	897.7	244.16	274.1	581.35	58.4452193805	4.31568431568
6	121.928571429	low	2	3.76884422111	1	4	488.125	12.4	222.1875	21.8	71.6010789435	1.88442211055
6	55.8461538462	low	9	13.8190954774	0	4	307.777777778	32.3950617284	159.320987654	46.4938271605	69.8670993997	2.26130653266
6	66.619047619	medium	9	9.07590759076	1	4	1135.52845528	267.707317073	970.365853659	467.536585366	52.802231097	3.61386138614
5	66.8095238095	medium	94	4.9504950495	0	8	992.983870968	242.709677419	536.330645161	285.080645161	64.3656675125	3.11881188119
6	55.375	low	23	18.4528034067	0	9	936.363636364	323.356643357	286.258741259	208.293706294	83.2757251598	3.36408800568
5	63.5416666667	medium	77	11.3555713272	0	7	1022.32394366	369.014084507	339.507042254	215.14084507	85.5729868204	3.10858765082
5	131.114285714	medium	240	6.66666666667	0	12	772.748815166	266.236966825	350.502369668	461.805687204	55.3235805455	3.05714285714
6	137.142857143	medium	64	5.2380952381	0	8	631.839622642	198.490566038	266.556603774	273.226415094	59.6234790808	1.82857142857
4	134.842105263	medium	74	10.6100795756	1	7	1229.82608696	312.626086957	790.52173913	190.686956522	72.8531006279	3.92572944297
5	89.4736842105	low	14	11.4942528736	0	9	1129.21052632	323.368421053	377.587719298	472.587719298	73.5606650976	3.39522546419
5	112.153846154	low	95	11.5532734275	0	7	992.53164557	245.265822785	331.240506329	245.316455696	76.8547936564	5.16046213094
6	84.5384615385	low	34	3.85109114249	0	7	785.625	227.8	218.275	171.6	79.7898126275	3.69704749679
6	113.923076923	high	87	3.82653061224	0	6	690.617283951	172.641975309	175.802469136	86.9259259259	86.4040541759	0.0
5	107.214285714	low	10	10.2040816327	0	7	588.625	164.0	132.8125	150.225	78.4930898305	2.60204081633
6	164.0	medium	91	2.43704305443	0	16	1363.19838057	580.469635628	1487.36032389	596.570850202	65.7284832005	3.4118602762
6	88.8536585366	medium	17	2.43704305443	0	12	1127.62096774	552.709677419	1003.15725806	1480.97177419	46.9531458885	2.36393176279
5	88.3235294118	medium	22	1.4880952381	1	13	945.68627451	373.254901961	754.87745098	402.259803922	56.3635771565	2.1130952381
5	120.617647059	medium	70	2.97619047619	0	10	1095.22167488	415.448275862	766.403940887	953.349753695	51.6888515824	3.66071428571
2	66.9411764706	medium	14	11.4226375909	0	7	562.727272727	175.515151515	394.060606061	355.555555556	43.714079057	2.30529595016
